Supplier Name,MPN,EAN,Product name,Brand,Supplier stock,Supplier Cost
Navy blue,PK8071305127200,8592978513092,CPU Intel Xeon W5-2455X/12x3.2/30MB/FCLGA4677,Intel,1,1128.6
Navy blue,4.04E+12,4044951026272,Sharkoon Maus Skiller SGM3 Optisch  7 Tasten  6.000 DPI weiß,Sharkoon,3,34.21
Navy blue,90LM04NC-B02370,4718017463317,ASUS ProArt PA27UCX-K 68.47cm (16:9) UHD HDMI DP,Asus,6,1191.25
Navy blue,12379,4015468123792,GENIE Spiralbinderücken 10mm weiß 25 Stk,Genie,7,2.3
Navy blue,662AF000005,8436584870210,"SALICRU USV SPS 1500 ONE S, Line Int, 4 Plugs, 1500VA/900W",Salicru,3,152.52
Navy blue,D31784,7640158669709,"Dicota BASE XX Laptop Sleeve 13-13.3"" Black",Dicota,32,7.48
Navy blue,Q5949XD,882780984912,Toner HP 49X / Q5949XD Black,Hewlett Packard,6,176.03
Navy blue,MROS230,4260664870395,"MediaRange Maus USB 2.0 Vertical Rechtshänder, schwarz",MediaRange,55,7.57
Navy blue,MROS107,4260664870029,MediaRange Funk-Tastatur und Maus Set  1200 dpi  schwarz,MediaRange,12,12.31
Navy blue,MROS109,4260664870852,MediaRange Tastatur USB 2.0 kabelgebunden QWERTZ schwarz,MediaRange,10,6.7
Navy blue,43715,23942437154,BD-R Verbatim 25 GB /1-6x JC 5erPack,Verbatim,13,6.75
Navy blue,8AC2PZ-0EU0,842861113303,Amazon Ring Chime Pro Gen. 2 (2020),Amazon,3,49.13
Navy blue,5504ABHF,6975840260355,HEADSET CHOICE EARBUDS X7E/5504ABHF HONOR CHOICE,HONOR CHOICE,100,18.35
Navy blue,GA01318-FR,193575008592,Google Nest Video Doorbell incl. Battery EU Ware,Google,1,162.59
Navy blue,4.04E+12,4044951034338,Sharkoon Bodenschutzmatte - Gaming Area D:120cm    grün/gelb,Sharkoon,1,28.74
Navy blue,900078,3567049000783,Port WEBCAM HD 1080,Port,75,30.18
Navy blue,900097,3567049000974,Port POWER SUPPLY 65 W - TYPE C - EU,Port,10,36.22
Navy blue,900716,3567049007164,Port MOUSE OFFICE EXECUTIVE RECHARGEABLE BLUETOOTH COMBO,Port,6,50.12
Navy blue,900007-LE,3567042029231,Port POWER SUPPLY 90 W - LENOVO - EU,Port,4,32.94
Navy blue,4.04E+12,4044951034314,Sharkoon Lüfter  120*120*25 SHARK Disc         PWM RGB klar,Sharkoon,3,8.74
Navy blue,4.04E+12,4044951034307,Sharkoon Lüfter  120*120*25 SHARK Blades       PWM RGB schwa,Sharkoon,32,8.16
Navy blue,MOTION-223,5999862053277,"Free-tilt design: simplifies adjustment for better visibility and reduced glareSwivel mechanism provides maximum viewing flexibilityConvenient cable holder. 23-43"". Max 30kg.",KIVI,15,25.38
Navy blue,MOTION-466,5999862053635,"Free-tilt design: simplifies adjustment for better visibility and reduced glareSwivel mechanism provides maximum viewing flexibilitySpirit level ensures perfect positioningConvenient cable holder. 37-80"". Max 40kg.",KIVI,15,50.22
Navy blue,D31868-RPET,7640186418133,Dicota Eco Slim Case MOTION 12 - 13.3,Dicota,17,23.44
Navy blue,90LM02G1-B04170,4711081368403,ASUS Touch VT168HR 39.6cm (16:9) WXGA HDMI,Asus,124,177.68
Navy blue,15186,4008705151863,HERMA Filzgleiter weiß    15x45 mm,HERMA,10,0.86
Navy blue,4.04E+12,4044951033805,Sharkoon Gaming Tastatur Skiller SGK50S4 weiß-blau        DE,Sharkoon,1,57.63
Navy blue,T1624MSC-B1,4948570120451,"IIYAMA 39.5cm (15,6"") T1624MSC-B1   16:9 M-Touch HDMI+USB",IIYAMA,2,307.91
Navy blue,B650 GAMING X AX V2 12,4719331860073,Mainboard|GIGABYTE|AMD B650|SAM5|ATX|Memory DDR5|Memory slots 4|1xPCI-Express 16x|1xPCI-Express 3.0 1x|3xM.2|1xHDMI|1xDisplayPort|3xUSB 2.0|4xUSB 3.2|1xUSB-C|1xPS/2|1xRJ45|3xAudio port|B650GAMINGXAXV21.2,Gigabyte,30,140.96
Navy blue,SP256GBSS3A55M28,4713436121749,Silicon Power M.2 2280 256GB A55 3D Nand TLC mSATA SSD,Silicon Power,48,14.06
Navy blue,SNK-P0086AP4,672042489985,Supermicro 4U Active CPU Heat Sink Socket LGA1700,Super Micro,1,65.02
Navy blue,Z790 EAGLE 10,4719331860981,"Mainboard|GIGABYTE|Intel Z790|LGA1700|ATX|Memory DDR5|Memory slots 4|3xPCI-Express 3.0 1x|1xPCI-Express 4.0 4x	|1xPCI-Express 5.0 16x|3xM.2|1xHDMI|1xDisplayPort|6xUSB 2.0|6xUSB 3.2|1xUSB-C|1xPS/2|1xOptical S/PDIF|1xRJ45|3xAudio port|Z790EAGLE1.0",Gigabyte,2,160.08
Navy blue,B650 A ELITE AX V2 11,4719331859381,Mainboard|GIGABYTE|AMD B650|SAM5|ATX|Memory DDR5|Memory slots 4|1xPCI-Express 16x|2xPCI-Express 2.0 16x|3xM.2|1xHDMI|1xDisplayPort|4xUSB 2.0|7xUSB 3.2|1xUSB-C|1xRJ45|3xAudio port|B650AELITEAXV21.1,Gigabyte,29,165.38
Navy blue,902005,3567049020057,Port CONFERENCE CAM 4K AUTO FRAMING,Port,1,337.39
Navy blue,ARC0007S,5291485013172,"Laser Robot vacuum cleanerwith 5200 mah battery .2 in1 water tankand dustbin,300mi dustbin,300ml waterank,suction4000pa.",AENO,5,234.36
Navy blue,ARC0008S,5291485013356,"Laser Robot vacuum cleanerwith 5200 mah battery .2 in1 water tankand dustbin,300mi dustbin,300ml waterank,suction4000pa.",AENO,5,234.36
Navy blue,GV-R76GAMING OC-8GD 11,4719331313425,Graphics Card|GIGABYTE|AMD Radeon RX 7600|8 GB|GDDR6|128 bit|PCIE 4.0 16x|2xHDMI|2xDisplayPort|GV-R76GAMINGOC-8GD1.1,Gigabyte,23,234.66
Navy blue,49591,23942495918,"Verbatim PMT-14 Portable Touchscreen Monitor 14"" FullHD 1080",Verbatim,1,164.27
Navy blue,JM4800ALE-16G,760557844389,"DDR5 16GB PC 4800 CL40 Transcend JetRAM, JM4800ALE-16G",Transcend,16,31.26
Navy blue,G84-4400LUBUS-2,4025112062957,CHERRY TAS G84-4400 Corded US-Layout schwarz TRACKBALL USB,Cherry,42,151.25
Navy blue,X870E A ELITE WIFI7 12,4719331864613,"Mainboard|GIGABYTE|AMD X870E|SAM5|ATX|Memory DDR5|Memory slots 4|1xPCI-Express 3.0 4x|1xPCI-Express 4.0 4x	|1xPCI-Express 5.0 16x|4xM.2|1xHDMI|4xUSB 2.0|6xUSB 3.2|2xUSB-C|1xOptical S/PDIF|1xRJ45|2xAudio port|X870EAELITEWIFI71.2",Gigabyte,16,277.11
Navy blue,B39NSAT,198828928948,"Notebook|HP|255 G10|CPU  Ryzen 5|7530U|2000 MHz|15.6""|1920x1080|RAM 8GB|DDR4|3200 MHz|SSD 512GB|AMD Radeon Graphics|Integrated|ENG|1.52 kg|B39NSAT",HP,19,308.88
Navy blue,0B36040,8717306631181,Western Digital HD 3.5 SATA3-Raid 4TB HUS726T4TALE6L4/512e,Western Digital / HGST,45,145.8
Navy blue,60006067,4550556133869,SHARP P721Q-W Semi Professional Laserprojektor 4K UHD (22dB),NEC,3,4918.32
Navy blue,275S9JML/00,8712581801168,"Philips 68,5cm (27,0"") 275S9JML 16:09 HDMI+DP+USB VA retail",Philips,17,156.56
Navy blue,90NB14U1-M009E0,4711387897911,"Notebook|ASUS|ZenBook Series|14 OLED|UM3406KA-PP164W|CPU  Ryzen AI 7|350|2000 MHz|14""|2880x1800|RAM 32GB|LPDDR5x|SSD 1TB|AMD Radeon Graphics|Integrated|ENG|NumberPad|Windows 11 Home|Black|1.2 kg|90NB14U1-M009E0",Asus,1,1402.92
Navy blue,AK-C7412F-GUS-W/GE,7061117428074,CHERRY ACTIVE KEY MTA AK-C7412F Corded DE-Layout IP68 weiß,Cherry,13,152.63
Navy blue,90LM09JK-B01K70,4711387266922,ASUS Eye Care VU249CFE-B 60.45cm (16:9) FHD HDMI,Asus,8,151.34
Navy blue,D30407,7332752002876,Dicota TwinPadXL - Screen Protector Mousepad (Bulk pack),Dicota,10,2.88
Navy blue,88887385,4260455648363,Inter-Tech 48.3cm IPC 3U-30765   3HE  SERVER,Inter Tech,9,109.74
Navy blue,P50311-B21-2,4549821472253,HPE  32GB DR x8 DDR5-4800 CAS-40-39-39 RDIMM ECC EC8 bulk,HPE Spare,2,222.49
Navy blue,IB-HUB1454-C31,4250078173977,Hub  4-Port IcyBox Hub USB 3.2 Gen 2 Type-C retail,Icy Box,1,29.48
Navy blue,D32043-RPET,7640239421202,"Dicota Laptop Roller Multi Eco BASE 15-17.3"" black",Dicota,1,69.29
Navy blue,21MA001YGE,197530205385,"Lenovo ThinkPad E16     G2 16"" Ultra5 125U 16/512  WUXGA W11P",Lenovo,500,817.56
Navy blue,217059,4005402170593,FABER-CASTELL Sleeve Set groß schwarz,Faber-Castell,5,5.26
Navy blue,PY-USB002S,4014619880959,Python USB 2.0 Lade-und Datenkabel QC 3.0 PD 60W schwarz 1m,Python,4,4.42
Navy blue,21L10033GE,198153001545,"Lenovo ThinkPad L14     G5 14"" Ultra7 155U 16/512  WUXGA W11P",Lenovo,60,1123.2
Navy blue,21KV001PGE,198153492992,"Lenovo ThinkPad P1 G7 16"" Ultra 7-155H 32/1TB A1000 W11P",Lenovo,6,2738.88
Navy blue,21LM0027GE,198153923212,"Lenovo ThinkPad L13 2in1 G5 13"" Ultra7 165U 32/1TB WUXGA  4G W11P",Lenovo,8,1504.44
Navy blue,478254,4040895012197,"ultron Rucksack NPU 17"",weiss/beige",Ultron,5,33.34
Navy blue,MP230RB,6923520286393,Edifier MP230   2.0 retro-schwarz Bluetooth Retro-Look retail,Edifier,3,76.52
Navy blue,DU775Z-UST,,"VIVITEK Projektor DU775Z-UST, WUXGA, Laser 4500 Lumen",vivitek,5,2288.81
Navy blue,4810-030G,4014619775842,Good Connections Kabel DP1.2  4K/UHD @60Hz schwarz 3m,Good Connections,100,5.5
Navy blue,8070R-010W,4014619324590,Good Connections Patchkabel m. Cat.7 Rohkabel  weiß 1m,Good Connections,8,1.8
Navy blue,GC-R0114,4014619553143,"Good Connections 10"" Wandgehäuse 15HE schwarz 312x300mm",Good Connections,1,113.5
Navy blue,P0030-S050,4014619602483,Good Connections Schutzkontakt-Stecker an C13 schw. 5m,Good Connections,5,8.77
Navy blue,4.04E+12,4044951040148,Sharkoon Headset Skiller SGH50 Stereo USB           weiß,Sharkoon,6,51.72
Navy blue,P58335-B21-2,,HPE Broadcom MegaRaid MR408i-o Speicherkontroller Gen11 bulk,HPE Spare,2,544.65
Navy blue,HD1025,854529008203,BrightSign Digital Signage Player HD1025,BrightSign,7,499.39
Navy blue,80472,4043619804726,"DELOCK Netzadapter IEC 60320 - C14 auf C13, Stecker / Buchse",Delock,4,1.95
Navy blue,7015501,4011143155010,Venta Original LW15 Luftbefeuch / hygienische Befeucht weiß,Venta,22,116.4
Navy blue,7026501,4011143265016,Venta Comfort Plus LW25 Luftbefeu / hygienische Befeuch weiß,Venta,23,218.89
Navy blue,XUB2797QSU-B2,4948570125098,"IIYAMA 68.5cm (27"")   XUB2797QSU-B2 16:9  HDMI+DP+2xUSB",IIYAMA,61,192.18
Navy blue,100421090,4002030120730,ELBA Hängeregistraturbox tric system maxi 236x333x308 mm,ELBA,2,3.7
Navy blue,EKD004,5901299956670,Esperanza Fødevaretørrer Hvid,Esperanza,2,16.36
Navy blue,C13T70144010,8715946487120,Patrone Epson T7014 yellow XXL                         T7014,Epson,3,61.19
Navy blue,82813,4043619828135,DELOCK SATA-Kabel SATA III -> SATA St/St 0.70m gelb Clips,Delock,70,1.97
Navy blue,HL1110G1,4977766721417,Brother HL-1110       sw-Laser   grau/schwarz,Brother,92,86.31
Navy blue,LC-CC-85,4260070124082,LC Power processor cooler Cosmo Cool - 8 cm,LC-Power,61,5.22
Navy blue,DN-CC 9001,4016032211136,Digitus DN-CC 9001 system cabinet,Digitus,70,150.42
Navy blue,VM4S,852153014317,Evoluent Maus VerticalMouse 4 Rechts Small bl/purple retail,Evoluent,154,66.92
Navy blue,MRCS152,4260283117086,"MediaRange Scartkabel Anschl. 20pol St/St  1,40m  schwarz",MediaRange,44,1.63
Navy blue,65595,4043619655953,DELOCK Adapter D-Sub9 -> D-Sub9 St/Bu 270° Schrauben tauschb,Delock,14,3.76
Navy blue,83841,4043619838417,DELOCK SATA-Kabel SATA III -> SATA St/St 0.50m FLEXI schwarz,Delock,98,3.55
Navy blue,LC-25U3-BECRUX,4260070123412,"LC-Power Storage Enclosure LC-25U3-Becrux - 2.5"" SATA HDDs/SSDs - USB 3.0",LC-Power,45,7.1
Navy blue,LC-25U3-BECRUX-C1,4260070125997,"LC-Power Storage Enclosure LC-25U3-Becrux-C1 - 2.5"" SATA HDDs - USB 3.1 Type C",LC-Power,46,10.1
Navy blue,MR.JQU11001,4713883722711,Acer 3D DLP Projector S1386WH - White,Acer,3,580.36
Navy blue,65687,4043619656875,DELOCK HDMI Kabel Ethernet A ->micro D Bu/St 0.20m 3D 4K,Delock,6,7.44
Navy blue,LC-HUB-2B-10,4260070125386,LC-Power USB-Hub 7xUSB 3.0 + 3xLadefunktion LC-HUB-2B-10,LC-Power,1,42.9
Navy blue,LC-M2-C-MULTI,4260070128486,LC-Power storage enclosure LC-M2-C-MULTI - NVMe/SATA SSD - USB 3.2,LC-Power,34,17.33
Navy blue,2718500-100,4011170081061,Reiner SCT cyberJack RFID basis(auch für den neuen Perso ),ReinerSCT,500,26.31
Navy blue,88887186,4260133128439,Inter-Tech Geh Mini ITX IPC SC-4004 USB ohne Netzteil,Inter Tech,3,75.51
Navy blue,MR.JUP11001,4710886649588,Acer DLP projector P1357Wi - white,Acer,3,542.89
Navy blue,MR.JUT1100M,4710886681878,Acer portable DLP Projector M311 - White,Acer,3,561.06
Navy blue,K64423WW,85896644231,Kensington Microsaver 2.0 Portable-Notebookschloss,Kensington,2,37.18
Navy blue,C13T16814012,8715946625089,Patrone Epson 16 black XXL                             T1681,Epson,6,31.4
Navy blue,5161C016,4549292186505,Canon i-SENSYS MF455dw - multifunction printer - B/W,Canon,40,401.34
Navy blue,C13T945340,8715946645360,Patrone Epson T9453 magenta XL                         T9453,Epson,88,75.59
Navy blue,LC-M2-C-NVME-3,4260070129384,HDD ACC LC-Power SSD USB-C M.2 anthrazit,LC-Power,31,13.83
Navy blue,MR.JX211001,4711121799365,Acer X1328WHn - DLP projector - portable - 3D,Acer,2,465.65
Navy blue,MR.JWV11001,4711121768279,AOpen QH12a - LCD projector - portable,Acer,3,141.98
Navy blue,63912,4043619639120,DELOCK Adapter USB2.0/C St > Seriell RS232 RJ45 St 2.0m schw,Delock,8,20.33
Navy blue,0F29532,8717306638906,"WDC  8.9cm (3.5"")  12TB SAS 12G HUH721212AL5204 7200  256MB intern",Western Digital / HGST,4,299.58
Navy blue,99997247,4260455643511,Inter-Tech Server-Netzteil ASPOWER R2A-DV0800-N 800 W,Inter Tech,25,339.55
Navy blue,K72452WW,85896724520,"Kensington Maus Pro Fit kabellose mobile, schwarz",Kensington,3,20.63
Navy blue,90DC00J0-B09020,4711387664469,Asus Geh PROART PA602 WOOD METAL PWM BLACK,Asus,6,240.17
Navy blue,UM.QB7EE501,4711121925184,"Acer Vero B247W E5bmiprzx - B7 Series - LED monitor - 24""",Acer,1,192.87
Navy blue,723122,4012700723123,Pelikan Deckfarbkasten mini-friends 755/8 Farben + Pinsel,Pelikan Büro,14,11.98
Navy blue,MR.JXD11001,4711474096845,Acer X1228 - DLP projector - portable - 3D,Acer,1,437.27
Navy blue,MR.JXU11001,4711474154019,Acer X1328AF - DLP projector - portable - 3D,Acer,1,523.57
Navy blue,MR.JX711001,4711474000446,Acer X1329 - DLP projector - portable - 3D,Acer,1,437.27
Navy blue,MR.JXS11001,4711474155290,AOpen Fire Legend QF18s - LCD projector,Acer,1,380.47
Navy blue,QE55Q60DAU,8806095427928,"Samsung QE55Q60DAU Q60D Series - 55"" LED-backlit LCD TV - QLED - 4K",Samsung,160,484.91
Navy blue,49006,3700992511115,"Mobilis Skin Sleeve 14-16"" -  Grey and pink",Mobilis,16,17.05
Navy blue,7034,4008705070348,"HERMA Ordner A4 Abstract, veredelt",HERMA,17,4.65
Navy blue,CBLMCSL2216KIT,5032037250894,Y Intel Cable Kit 2U 1x MCIO to 2x SlimSAS (straight/16x NVMe SSD)/Backplane rechts und links 1x SFF-TA-1016 to 2x SFF-8654 8i,Intel,5,244.08
Navy blue,CBLMCSLRTKIT,5032037250863,Y Intel Cable Kit 1U/2U 1x MCIO to 2x SlimSAS (straight) 1x SFF-TA-1016 to 2x SFF-8654 8i,Intel,5,106.92
Navy blue,PK8072205559500,675902125337,CPU Intel XEON Gold 6526Y/16x2.8GHz/37.5MB/195W,Intel,23,1510.92
Navy blue,TD4420TNZ1,4977766798556,Brother TD-4420TN Etikettendrucker,Brother,2,335.4
Navy blue,D31744,7640158669297,Dicota Skin FLOW 13-14.1 grey/green,Dicota,11,13.47
Navy blue,1153650,4007123075522,Brennenstuhl Kleinstromverteiler  BKV 2m IP44 16A,Brennenstuhl,9,68.96
Navy blue,WD122KRYZ,718037901442,Western Digital HD 3.5 SATA3-Raid 12TB Gold,Western Digital,5,287.22
Navy blue,RG-CS200,4251236200931,Raptor Gaming Ladestation Playstation 5 für 2 Controller,Raptor Gaming,9,26.02
Navy blue,RG-CS200-U,4251236200948,Raptor Gaming Ladestation für Controller Playstation 4 und 5,Raptor Gaming,9,34.75
Navy blue,ADAPTER 120W_1,4711174728046,Synology Netzteil Adapter 120W  Adapter 120W_1,Synology,22,90.72
Navy blue,K60600WW,85896606000,Kensington Slim Kombinationsschloss f.Standard Security-Slot,Kensington,5,21.52
Navy blue,1390007308,4007123662715,Brennenstuhl Steckdosenleiste Alu-Line 48.3cm  8x 2m,Brennenstuhl,3,31.97
Navy blue,K75502WW,5028252619615,"Kensington TAS Multi-Device Dual Wireless,WW, schwarz",Kensington,2,25.82
Navy blue,12005,4043619120055,DELOCK Mauspad schwarz 220x180mm,Delock,27,1.34
Navy blue,RG-CS100-P4,4251236200986,Raptor Gaming Dual Ladestation PS4 CS100-P4,Raptor Gaming,13,17.29
Navy blue,DUB-V310,790069450457,D-Link DUB-V310  3-in-1 USB-C Video Adapter VGA/HDMI/DP retail,D-Link,3,33.16
Navy blue,90006,4043619900060,DELOCK PCI Express Karte zu 1 x Seriell RS-232,Delock,6,14.98
Navy blue,89021,4043619890217,DELOCK PCI Express x4 Karte 2 x RJ45 Gigabit LAN i82576,Delock,1,30.05
Navy blue,IB-HUB1430-CR,4250078171430,Tisch Hub IcyBox Multiport 2xUSB 3.0 Type-A,Icy Box,22,38.78
Navy blue,RM-DONGLE,743870003237,"Contour USB Dongle für RollerMouse,UniMouse & Balance Keyboa",Contour,3,13.37
Navy blue,5266C001,4549292188370,Patrone Canon PFI-2100PBK      photo black,Canon,5,71.31
Navy blue,5268C001,4549292188417,Patrone Canon PFI-2100M        magenta,Canon,5,71.31
Navy blue,CNS-HBTK11W,5291485017477,"Wireless keyboard with 105 keys UK/US layout, with RGB backlight，2.4G and Bluetooth dual mode(Bluetooth mode*2)，Scissor foot axis, ultra-thin key caps，3 composite function LED indicators.，Build-in Li-ion battery 1600mAh, 3.7V, rechargeable,PV",CANYON,5,48.19
Navy blue,CNS-HBTK11G,5291485017460,"Wireless keyboard with 105 keys UK/US layout, with RGB backlight，2.4G and Bluetooth dual mode(Bluetooth mode*2)，Scissor foot axis, ultra-thin key caps，3 composite function LED indicators.，Build-in Li-ion battery 1600mAh, 3.7V, rechargeable,PV",CANYON,5,48.19
Navy blue,CNS-HBTK11B,5291485017453,"Wireless keyboard with 105 keys UK/US layout, with RGB backlight，2.4G and Bluetooth dual mode(Bluetooth mode*2)，Scissor foot axis, ultra-thin key caps，3 composite function LED indicators.，Build-in Li-ion battery 1600mAh, 3.7V, rechargeable,PV",CANYON,4,48.19
Navy blue,5269C001,4549292188431,Patrone Canon PFI-2100Y        yellow,Canon,5,71.31
Navy blue,68005,3700992525983,Mobilis RE.LIFE Case f. Surface Pro8 - Black,Mobilis,4,24.24
Navy blue,CND-CHAHEX65W,5291485017989,CANYON charger HEXAGON 65 GaN 65W 2xPD 1xQC EU White,CANYON,10,32.12
Navy blue,CND-CHAHEX65B,5291485017996,CANYON charger HEXAGON 65 GaN 65W 2xPD 1xQC EU Black,CANYON,10,32.12
Navy blue,ADS4700WRE1,4977766814713,"Brother ADS-4700W - document scanner - desktop - USB 3.0, Gigabit LAN, Wi-Fi(n), USB 2.0 (Host)",Brother,1,509.39
Navy blue,CLR-M2,8595247903976,"AXAGON CLR-M2 passive - M.2 SSD, 80mm SSD, ALU body, silicone thermal pads",AXAGON,15,8.42
Navy blue,C13T09R14010,8715946707624,Patrone Epson 503 black XL                             T09R1,Epson,3,27.67
Navy blue,C13T09R24010,8715946707655,Patrone Epson 503 cyan XL                              T09R2,Epson,5,19.03
Navy blue,C13T09R34010,8715946707686,Patrone Epson 503 magenta XL                           T09R3,Epson,5,19.03
Navy blue,C13T09R44010,8715946707716,Patrone Epson 503 yellow XL                            T09R4,Epson,5,19.33
Navy blue,61006,4043619610068,DELOCK Displayport Adapter 1.2 Stecker < VGA Buchse Schwarz,Delock,14,10.65
Navy blue,2174450,3026981744501,DYMO LabelManager 160  6/9/12      mm D1-Bänder Azerty,Dymo,3,37.47
Navy blue,CND-SKBW11,5291485018016,CANYON keyboard Shadder GKW-11 Mech RGB UK/US Wireless White,CANYON,3,69.08
Navy blue,CNS-CMSW25,5291485017965,CANYON mouse MW-25 Ergonomic LED AA Dual mode Wireless Black,CANYON,9,19.27
Navy blue,900-5G192-2571-000,812674025322,VGA Nvidia Quadro RTX 4000 Ada  SFF 20GB Retail,NVIDIA,4,1204.84
Navy blue,VX3276-4K-MHD,766907002966,"LCD Monitor|VIEWSONIC|VX3276-4K-mhd|31.5""|Business/4K|Panel MVA|16:9|8 ms|Speakers|Tilt|Colour Silver|VX3276-4K-MHD",ViewSonic,5,359.64
Navy blue,LC-6550B-SI,4262443280661,PC- Netzteil LC-Power Integrator Pro Serie Bronze LC6550B-SI V3.1 550W,LC Power,15,46.68
Navy blue,LC-6650B-SI,4262443280678,PC- Netzteil LC-Power Integrator Pro Serie Bronze LC6650B-SI V3.1 650W,LC Power,14,53.36
Navy blue,LC6850B-SI,4262443280692,PC- Netzteil LC-Power Integrator Pro Serie Bronze LC6850B-SI V3.1 850W,LC Power,9,64.07
Navy blue,LC6650G-SI V31,4262443280708,LC-Power Netzteil 650W Integrator Pro Modular (80+Gold),LC Power,2,66.58
Navy blue,LC6750G-SI V31,4262443280715,LC-Power Netzteil 750W Integrator Pro Modular (80+Gold),LC Power,7,73.5
Navy blue,BP008EU,4260052191385,be quiet! Netzteil POWER ZONE 2 1000W         80+ Platinum,be quiet!,6,141.36
Navy blue,BP006EU,4260052191361,be quiet! Netzteil POWER ZONE 2 750W          80+ Platinum,be quiet!,25,105.72
Navy blue,BP007EU,4260052191378,PC- Netzteil Be Quiet Power Zone 2 850W BP007EU,be quiet!,100,126.89
Navy blue,K18497F7,3112539942816,Freecolor Toner OKI 46490606 magenta 6000 Seiten remanufactured,Freecolor,2,46.75
Navy blue,18930,4043619189304,DELOCK Schutzschlauch Glasfasergeflecht 10mx6mm weiß,Delock,4,4.5
Navy blue,MR510,4260057129024,MediaRange BD-R Dual Layer 50GB 6x voll bedruckbar 25erCakeB,MediaRange,7,42.22
Navy blue,90-UXC065-GNEAAA,4710483948145,Asrock power supply Challenger 650W Gold,ASRock,24,76.63
Navy blue,90-UXC055-BNEAAA,4710483948008,Asrock power supply Challenger 550W Bronze,ASRock,24,56.89
Navy blue,90-UXC075-GNEAAA,4710483948282,Asrock power supply Challenger 750W Gold,ASRock,23,87.08
Navy blue,90-UXC085-GNEAAA,4710483948350,Asrock power supply Challenger 850W Gold,ASRock,23,97.52
Navy blue,90-UXC065-BNEAAA,4710483948213,Asrock power supply Challenger 650W Bronze,ASRock,24,63.86
Navy blue,HLL8230CDWRE1,4977766823814,Brother HL-L8230CDW Farb-LED-Drucker,Brother,30,294.81
Navy blue,5.06E+12,5056280432593,Numskull Gaming Locker Zubehör Ständer SEGA - Sonic,Numskull,6,33.93
Navy blue,LC-NB-GAN-45-C,4262443280081,NB ACC LC-Power LC-NB-GAN-45-C 45W,LC-Power,40,11.09
Navy blue,10696250,4008110254203,Herlitz Mini-Taschenlocher farbig sortiert zum Einheften und,Herlitz,23,1.17
Navy blue,42004,4043619420049,DELOCK Gehäuse USB Type-C M.2 NVMe PCIe SSD  oder SATA SSD,Delock,4,33.33
Navy blue,B11B263401,8715946686028,EPSON WorkForce ES-500WII,Epson,1,348.31
Navy blue,91009,4043619910090,DELOCK USB Type-C Card Reader im Aluminium Gehuse für SD oä.,Delock,2,13.99
Navy blue,63129,4043619631292,"DELOCK USB Type-C Adapter für einen VGA, DVI, HDMI",Delock,1,29.87
Navy blue,WDS100T4B0E-00CNZ0,718037894843,Western Digital Blue 1TB NVMe M.2 2280 SN5000 SSD,Western Digital,1,57.01
Navy blue,110C153NL0,632983084779,KYOCERA ECOSYS PA4000x       Laserdrucker sw,Kyocera,7,246.77
Navy blue,110C1F3NL0,632983084908,KYOCERA ECOSYS PA4000wx      Laserdrucker sw,Kyocera,11,317.74
Navy blue,64282,4043619642823,DELOCK 3 Port USB 5 Gbps Hub + Gigabit LAN mit USB Type-C,Delock,2,26.42
Navy blue,8S9P5EA#ABD,198415875785,HP ZBook Fury    16 G11  i9-14900HX 64/1TBSSD RTX A2000 5G W11P 36 Monate,HP Inc.,1,3122.78
Navy blue,4768C001,,Patrone Canon PFI-740MBK       matt black,Canon,3,252.05
Navy blue,CP32G4DFRA32A,649528937643,Crucial Pro DDR4-3200 32GB UDIMM CL22 (16Gbit),Crucial,3,48.32
Navy blue,CP2K32G4DFRA32A,649528937797,Crucial Pro DDR4-3200 Kit 64GB 2x32GB UDIMM CL22 (16Gbit),Crucial,3,96.62
Navy blue,MH241T-A001-0302,5704174472520,TSC Industriedrucker MH241T [MH241T-A001-0302],TSC,2,857.42
Navy blue,SDDDC3-032G-G46,619659177140,USB-Stick  32GB SanDisk Ultra Dual Go Android Typ C,SanDisk,61,7.37
Navy blue,OWCTB2U3MED0GB,812437023961,Other World Computing Mercury Elite Pro Dual 2 Bays Harddisk-array,Other World Computing,1,177.04
Navy blue,600763500,4007430331724,Metabo KH5-40 Hammerbor 1100W med ledning 7.1Joule,Metabo,1,299.08
Navy blue,82678,4043619826780,DELOCK SATA-Kabel SATA III -> SATA St/St 0.70m rot Clips,Delock,11,1.73
Navy blue,C13T26124012,8715946625584,Patrone Epson 26 cyan                                  T2612,Epson,3,11.17
Navy blue,C13T26314012,8715946625669,Patrone Epson 26 photo black XL                        T2631,Epson,5,18.46
Navy blue,65280,4043619652808,DELOCK Adapter DMS-59 -> 2x HMDI A St/Bu 0.25m,Delock,1,11.25
Navy blue,65012,4043619650125,DELOCK USB Adapter A -> A Bu/Bu,Delock,4,1.46
Navy blue,CA1053,4052792008876,"Logilink Audiokabel 1x 3,5mm -> 1x 3,5mm St/St 10.00m bk",LogiLink,24,1.88
Navy blue,C13T79034010,8715946536002,Patrone Epson 79 magenta XL                            T7903,Epson,3,33.33
Navy blue,62461,4043619624614,DELOCK USB3.0 Adapter A -> HDMI/D-Sub15/RJ45/USB A St/Bu,Delock,9,76.93
Navy blue,C13T27044012,8715946625805,Patrone Epson 27 yellow                                T2704,Epson,4,9.73
Navy blue,C13T27034012,8715946625782,Patrone Epson 27 magenta                               T2703,Epson,4,9.73
